date,acres,county,cause,lat,lon,binlat,binlon
Sep,0.0,PACIFIC,Undetermined,46.422399,-123.614922,3,2
Jul,2.0,WHATCOM,Miscellaneou,48.955502,-122.178986,1,3
Aug,0.0,KLICKITAT,Undetermined,45.773268,-120.522262,4,5
Jul,6.0,CLARK,Recreation,45.692121,-122.273015,4,3
Nov,0.25,CLARK,Miscellaneou,45.692121,-122.273015,4,3
Jul,0.0,KLICKITAT,Undetermined,45.687539,-121.020689,4,4
Jul,0.1,THURSTON,Undetermined,46.947179,-122.603298,3,3
Aug,0.1,THURSTON,Undetermined,46.947179,-122.603298,3,3
Jun,0.1,PIERCE,Recreation,46.751046,-122.052504,3,3
Aug,0.1,PACIFIC,Miscellaneou,46.740645,-123.747891,3,2
Aug,0.0,OKANOGAN,Undetermined,48.823495,-119.404744,1,6
Jun,0.1,LINCOLN,Lightning,47.793326,-118.036631,2,7
Jun,0.5,SAN JUAN,Children,48.635442,-123.116488,1,2
Oct,0.0,FERRY,Undetermined,48.764398,-118.708299,1,7
Aug,0.0,OKANOGAN,Undetermined,48.60617,-119.33532,1,6
Jul,0.0,STEVENS,Miscellaneou,48.29739,-117.696411,1,8
Sep,0.0,STEVENS,Undetermined,48.29739,-117.696411,1,8
Jul,14.5,OKANOGAN,Lightning,48.157871,-119.978945,1,6
Oct,0.1,OKANOGAN,Debris Burn,48.859052,-119.519736,1,6
Oct,0.0,SPOKANE,Undetermined,48.064703,-117.655105,1,8
Jun,0.0,SPOKANE,Undetermined,47.80907,-117.443175,2,8
Oct,0.0,SPOKANE,Undetermined,47.80907,-117.443175,2,8
Jun,0.0,STEVENS,Undetermined,48.357223,-117.800617,1,8
Jul,0.1,SKAGIT,Debris Burn,48.419463,-122.625469,1,3
Aug,0.0,PIERCE,Undetermined,46.94575,-122.188369,3,3
Sep,0.0,PIERCE,Undetermined,46.94575,-122.188369,3,3
Jul,0.01,OKANOGAN,Lightning,48.906412,-118.867391,1,7
Aug,0.25,FERRY,Miscellaneou,48.698502,-118.136874,1,7
Jul,0.25,CHELAN,Children,47.398606,-120.300371,2,5
Apr,12.0,LINCOLN,Debris Burn,47.768505,-118.12759,2,7
Oct,0.3,OKANOGAN,Miscellaneou,48.607102,-119.612179,1,6
Jul,143.3,CHELAN,Under Invest,47.487095,-120.378242,2,5
Jun,0.0,SPOKANE,Miscellaneou,47.571824,-118.836683,2,7
Jun,0.1,PEND OREILLE,Miscellaneou,48.193051,-117.361982,1,8
Aug,0.25,CLALLAM,Debris Burn,48.066709,-124.333174,1,1
Aug,0.1,OKANOGAN,Railroad,47.962198,-119.877725,2,6
Jun,0.0,STEVENS,Undetermined,48.271672,-117.745391,1,8
Jul,0.0,SNOHOMISH,Undetermined,47.832672,-121.9561,2,4
Jul,24.0,OKANOGAN,Lightning,48.151784,-120.038678,1,5
Jul,0.53,KLICKITAT,Under Invest,45.976228,-120.459451,4,5
Sep,0.0,KITTITAS,Undetermined,46.903035,-120.460438,3,5
Jun,0.57,PIERCE,Debris Burn,46.891789,-122.425515,3,3
Aug,0.01,YAKIMA,Recreation,46.503774,-121.099857,3,4
Jul,0.01,STEVENS,Miscellaneou,48.202881,-117.642269,1,8
Jul,0.25,PIERCE,Lightning,47.031235,-121.760945,2,4
Aug,0.5,KITTITAS,Recreation,47.136519,-120.950345,2,5
Jul,0.1,CHELAN,Miscellaneou,47.516964,-120.530427,2,5
Jul,0.0,JEFFERSON,Undetermined,48.006198,-122.767601,1,3
Jun,0.2,THURSTON,Miscellaneou,46.955058,-123.178035,3,2
Jul,0.3,GRAYS HARBOR,Recreation,46.955058,-123.178035,3,2
Aug,1.0,THURSTON,Miscellaneou,46.955058,-123.178035,3,2
Jul,0.1,SPOKANE,Miscellaneou,47.749149,-117.360411,2,8
Sep,0.0,SPOKANE,Undetermined,47.749149,-117.360411,2,8
Sep,0.1,KITTITAS,Lightning,47.048291,-120.824589,2,5
Sep,2.0,KITTITAS,Lightning,47.048291,-120.824589,2,5
Aug,0.0,MASON,Undetermined,47.361069,-123.161802,2,2
Jul,0.1,OKANOGAN,Undetermined,47.996461,-119.650551,2,6
Oct,0.0,STEVENS,Undetermined,48.548713,-117.944096,1,8
Jul,0.2,SPOKANE,Children,47.735548,-117.655196,2,8
Jul,1480.0,OKANOGAN,Miscellaneou,48.530381,-119.335322,1,6
Jul,0.01,FERRY,Lightning,48.771286,-118.628697,1,7
Aug,0.25,THURSTON,Children,46.932811,-122.937022,3,3
Jul,0.25,THURSTON,Miscellaneou,46.932811,-122.937022,3,3
Sep,0.01,SKAGIT,Recreation,48.041968,-121.472736,1,4
Oct,1.5,SKAGIT,Miscellaneou,48.536408,-122.279973,1,3
Jul,0.0,DOUGLAS,Under Invest,48.012767,-118.96346,1,7
Aug,0.0,OKANOGAN,Undetermined,48.473984,-120.151803,1,5
May,0.0,OKANOGAN,Undetermined,48.473984,-120.151803,1,5
Jun,0.2,SPOKANE,Debris Burn,48.033894,-117.34721,1,8
Aug,0.3,SPOKANE,Arson,48.033894,-117.34721,1,8
Jul,0.25,SAN JUAN,Debris Burn,48.530771,-123.025837,1,2
Jun,0.1,KITSAP,Lightning,47.485513,-122.851659,2,3
Sep,0.1,CLARK,Debris Burn,45.815969,-122.342339,4,3
Oct,0.0,OKANOGAN,Undetermined,48.642771,-119.225767,1,6
Aug,0.0,KING,Undetermined,47.752545,-121.724305,2,4
Jul,0.0,STEVENS,Undetermined,48.148647,-117.858089,1,8
Aug,0.2,OKANOGAN,Miscellaneou,48.397066,-119.606244,1,6
Aug,0.01,OKANOGAN,Lightning,47.588921,-117.224985,2,8
Sep,2.0,SPOKANE,Lightning,47.944113,-117.188641,2,8
Jul,0.1,KITTITAS,Undetermined,47.004875,-120.866932,2,5
Oct,0.1,KING,Miscellaneou,47.708117,-121.401438,2,4
Jul,0.25,STEVENS,Miscellaneou,48.599755,-117.823789,1,8
Aug,1.0,STEVENS,Miscellaneou,48.599755,-117.823789,1,8
Jul,6.0,STEVENS,Lightning,48.228875,-118.075388,1,7
Jul,0.1,SNOHOMISH,Smoker,47.971513,-121.915091,2,4
Sep,0.1,CHELAN,Lightning,47.609096,-120.267289,2,5
Jul,0.1,SKAMANIA,Children,45.720666,-121.817822,4,4
Jun,0.0,FERRY,Undetermined,48.702157,-118.142356,1,7
Aug,0.1,THURSTON,Debris Burn,46.870516,-122.621095,3,3
Jul,0.33,SNOHOMISH,Recreation,48.107338,-121.955652,1,4
Jul,0.1,OKANOGAN,Lightning,48.604972,-120.336848,1,5
Jun,0.01,OKANOGAN,Miscellaneou,48.792966,-119.058985,1,6
Aug,0.0,OKANOGAN,Undetermined,48.792966,-119.058985,1,6
Jul,0.1,JEFFERSON,Debris Burn,47.662572,-122.908558,2,3
Aug,0.0,PACIFIC,Undetermined,46.59857,-123.911387,3,2
Aug,3.25,THURSTON,Miscellaneou,46.885527,-123.021299,3,2
Jul,0.2,THURSTON,Undetermined,46.929039,-122.603357,3,3
Jul,0.77,CHELAN,Miscellaneou,47.296152,-120.093814,2,5
Jul,0.77,KITTITAS,Miscellaneou,47.296152,-120.093814,2,5
Jun,8.0,CHELAN,Undetermined,47.296152,-120.093814,2,5
Sep,0.1,SPOKANE,Children,47.771034,-117.392445,2,8
Aug,0.0,STEVENS,Lightning,48.715469,-117.772173,1,8
Aug,0.0,CLARK,Undetermined,45.846336,-122.319224,4,3
Aug,0.01,SPOKANE,Miscellaneou,47.822106,-117.618024,2,8
Aug,0.0,PEND OREILLE,Undetermined,48.53478,-117.207942,1,8
Aug,0.2,STEVENS,Lightning,48.702007,-118.092944,1,7
Jul,0.1,OKANOGAN,Lightning,48.825617,-119.080439,1,6
May,0.0,FERRY,Undetermined,48.753684,-118.735787,1,7
Jul,0.0,OKANOGAN,Undetermined,48.753684,-118.735787,1,7
Apr,0.0,FERRY,Undetermined,48.753684,-118.735787,1,7
Aug,42.0,LINCOLN,Lightning,47.811927,-118.251251,2,7
Jun,0.01,PEND OREILLE,Miscellaneou,48.26122,-117.287194,1,8
Jul,0.0,KITTITAS,Undetermined,47.324849,-120.86204,2,5
Jul,0.0,CHELAN,Undetermined,47.324849,-120.86204,2,5
Aug,0.0,KLICKITAT,Lightning,46.035985,-120.164599,3,5
Apr,6.0,STEVENS,Debris Burn,48.818802,-118.16472,1,7
Jun,0.0,GRANT,Debris Burn,46.870921,-119.899378,3,6
Aug,0.01,OKANOGAN,Debris Burn,48.51222,-119.259025,1,6
Sep,0.1,MASON,Undetermined,47.263655,-123.007608,2,2
Jun,0.0,MASON,Undetermined,47.263655,-123.007608,2,2
Apr,0.1,KITTITAS,Recreation,46.571152,-120.939186,3,5
Jun,0.0,YAKIMA,Undetermined,46.571152,-120.939186,3,5
Jul,0.25,LEWIS,Debris Burn,46.651919,-121.637515,3,4
Aug,0.1,MASON,Miscellaneou,47.412641,-122.862736,2,3
Aug,0.0,MASON,Undetermined,47.444541,-123.278584,2,2
Aug,0.0,CHELAN,Undetermined,47.589286,-120.442408,2,5
Sep,1.0,COWLITZ,Debris Burn,46.200959,-123.162893,3,2
Aug,0.3,SNOHOMISH,Debris Burn,47.973342,-121.880251,2,4
Jun,0.1,FERRY,Lightning,48.942031,-118.579144,1,7
Sep,0.0,SPOKANE,Undetermined,47.429457,-117.722792,2,8
May,0.0,CHELAN,Undetermined,47.66384,-120.751095,2,5
Aug,0.1,WHATCOM,Recreation,48.948286,-122.179069,1,3
Aug,0.25,STEVENS,Arson,48.605449,-118.075945,1,7
Sep,0.25,STEVENS,Miscellaneou,48.605449,-118.075945,1,7
Sep,0.1,STEVENS,Undetermined,48.605449,-118.075945,1,7
Jul,0.25,THURSTON,Children,47.107283,-122.958238,2,3
Jun,0.01,FERRY,Lightning,48.902532,-118.673091,1,7
Aug,0.0,OKANOGAN,Undetermined,48.633415,-119.294379,1,6
Aug,0.25,PIERCE,Miscellaneou,47.175597,-122.045544,2,3
Jun,0.1,YAKIMA,Undetermined,46.590152,-120.459167,3,5
Jun,0.0,KITTITAS,Undetermined,47.19928,-120.331466,2,5
Aug,0.0,YAKIMA,Undetermined,46.687364,-121.10731,3,4
Jul,0.25,KITTITAS,Undetermined,47.191693,-120.976734,2,5
Oct,0.0,FERRY,Undetermined,48.771333,-118.574154,1,7
Jul,0.0,WAHKIAKUM,Undetermined,46.376248,-123.671669,3,2
Aug,0.0,OKANOGAN,Undetermined,48.736172,-119.807644,1,6
Jul,0.01,SPOKANE,Recreation,47.67709,-117.242387,2,8
Aug,0.01,SPOKANE,Recreation,47.67709,-117.242387,2,8
Mar,0.1,SPOKANE,Recreation,47.67709,-117.242387,2,8
Apr,0.01,SPOKANE,Recreation,47.67709,-117.242387,2,8
Aug,1.26,SPOKANE,Recreation,47.774667,-117.397726,2,8
Jul,0.1,OKANOGAN,Miscellaneou,48.599236,-119.187423,1,6
Jul,0.0,PEND OREILLE,Undetermined,48.69072,-117.199937,1,8
Jun,0.01,MASON,Miscellaneou,47.314131,-123.246812,2,2
Aug,3.0,OKANOGAN,Lightning,48.677694,-119.426119,1,6
Sep,0.1,GRAYS HARBOR,Miscellaneou,47.118161,-123.67215,2,2
Sep,0.0,JEFFERSON,Undetermined,47.773283,-124.365435,2,1
Jul,0.1,STEVENS,Miscellaneou,47.979095,-117.254723,2,8
Aug,6.9,KLICKITAT,Miscellaneou,45.817182,-120.83321,4,5
Sep,0.0,KLICKITAT,Undetermined,45.817182,-120.83321,4,5
May,0.1,THURSTON,Recreation,47.032066,-123.147935,2,2
Jul,0.0,OKANOGAN,Undetermined,48.778031,-119.330458,1,6
Apr,0.0,OKANOGAN,Undetermined,48.778031,-119.330458,1,6
Jul,0.25,OKANOGAN,Lightning,48.310292,-119.719623,1,6
May,1.9,PIERCE,Recreation,47.077901,-121.906189,2,4
Aug,25.0,FERRY,Miscellaneou,48.778689,-118.650336,1,7
Jul,0.0,CLARK,Undetermined,45.817424,-122.485766,4,3
Jul,0.0,STEVENS,Undetermined,48.559636,-117.684318,1,8
Jun,0.5,KLICKITAT,Miscellaneou,45.855884,-121.022385,4,4
Jul,0.0,COWLITZ,Undetermined,46.047107,-122.856704,3,3
Aug,0.0,COWLITZ,Undetermined,46.047107,-122.856704,3,3
Aug,0.0,COWLITZ,Undetermined,46.047107,-122.856704,3,3
Jul,6.4,COWLITZ,Under Invest,46.047107,-122.856704,3,3
Jul,0.1,STEVENS,Undetermined,48.273851,-117.682936,1,8
Jun,0.1,MASON,Undetermined,47.474183,-122.92647,2,3
Dec,0.0,STEVENS,Undetermined,48.679247,-117.969218,1,8
Feb,5.0,STEVENS,Debris Burn,48.552944,-117.82724,1,8
May,0.25,STEVENS,Debris Burn,48.118213,-117.510391,1,8
Sep,0.0,COWLITZ,Recreation,46.075755,-122.752044,3,3
Aug,22.0,SPOKANE,Miscellaneou,47.810829,-117.483553,2,8
Aug,0.3,STEVENS,Miscellaneou,48.389772,-117.882444,1,8
Jul,0.2,MASON,Undetermined,47.166097,-123.162576,2,2
Aug,0.0,GRANT,Undetermined,47.388354,-119.757941,2,6
Jul,0.0,STEVENS,Undetermined,48.177936,-118.064203,1,7
Jul,0.01,STEVENS,Miscellaneou,48.195546,-117.696275,1,8
Sep,0.01,STEVENS,Children,48.06147,-117.749663,1,8
Jul,0.01,STEVENS,Arson,48.06147,-117.749663,1,8
Jul,0.01,STEVENS,Arson,48.06147,-117.749663,1,8
Jul,0.1,STEVENS,Arson,48.06147,-117.749663,1,8
Sep,0.01,STEVENS,Arson,48.06147,-117.749663,1,8
Sep,0.01,STEVENS,Arson,48.06147,-117.749663,1,8
Jun,3.1,SPOKANE,Miscellaneou,48.033821,-117.281406,1,8
Jul,0.1,CLARK,Debris Burn,45.873979,-122.441528,4,3
Jul,0.01,OKANOGAN,Lightning,48.796477,-118.861197,1,7
Jul,0.0,FERRY,Undetermined,48.983181,-118.197462,1,7
May,0.02,STEVENS,Miscellaneou,48.73686,-118.049163,1,7
May,0.01,STEVENS,Miscellaneou,48.73686,-118.049163,1,7
Jul,1.0,GRAYS HARBOR,Miscellaneou,46.953925,-123.556811,3,2
Jul,0.01,MASON,Recreation,47.409877,-123.472971,2,2
Jun,0.0,FERRY,Undetermined,48.943033,-118.774934,1,7
Aug,0.0,OKANOGAN,Undetermined,48.943033,-118.774934,1,7
Sep,0.0,SPOKANE,Recreation,47.742138,-117.408794,2,8
Oct,480.0,FERRY,Arson,48.057419,-118.296558,1,7
Sep,0.0,OKANOGAN,Undetermined,48.931218,-118.590056,1,7
Jun,0.1,SPOKANE,Miscellaneou,47.774737,-117.510147,2,8
Apr,0.1,WHATCOM,Miscellaneou,48.780481,-122.461544,1,3
Jul,0.0,STEVENS,Undetermined,48.17407,-117.939205,1,8
Jul,0.01,STEVENS,Recreation,48.17407,-117.939205,1,8
Jul,0.0,STEVENS,Undetermined,48.17407,-117.939205,1,8
Jul,0.0,STEVENS,Undetermined,48.17407,-117.939205,1,8
Aug,0.1,OKANOGAN,Lightning,48.981636,-118.891636,1,7
Mar,0.0,CLALLAM,Undetermined,48.150161,-123.860999,1,2
Jul,0.01,STEVENS,Lightning,48.902221,-117.835817,1,8
Aug,0.2,SPOKANE,Recreation,47.894817,-117.344729,2,8
Jul,0.1,KING,Recreation,47.544924,-121.733973,2,4
Jul,0.1,KING,Recreation,47.544924,-121.733973,2,4
Jun,0.0,KING,Undetermined,47.544924,-121.733973,2,4
Jul,0.0,SAN JUAN,Recreation,48.210985,-122.612504,1,3
Aug,12.0,PIERCE,Arson,47.410692,-122.726756,2,3
Sep,15.0,KITTITAS,Miscellaneou,47.119551,-120.441746,2,5
Sep,0.1,COWLITZ,Undetermined,46.320483,-122.7751,3,3
Sep,0.5,KITTITAS,Lightning,47.068369,-120.9054,2,5
Aug,0.1,PIERCE,Undetermined,46.844342,-122.337374,3,3
Aug,0.01,STEVENS,Miscellaneou,47.869198,-117.63455,2,8
Jul,0.0,STEVENS,Undetermined,47.869198,-117.63455,2,8
Jun,0.08,STEVENS,Miscellaneou,47.869198,-117.63455,2,8
Aug,0.0,OKANOGAN,Undetermined,48.404581,-120.021599,1,5
Jul,0.0,COWLITZ,Undetermined,46.221043,-122.896372,3,3
Aug,0.1,OKANOGAN,Lightning,48.628982,-119.551996,1,6
Aug,0.1,WHATCOM,Smoker,48.875543,-122.586958,1,3
Aug,0.0,PIERCE,Undetermined,47.089564,-121.612718,2,4
Oct,0.1,STEVENS,Miscellaneou,47.898919,-117.764486,2,8
Jul,0.01,SPOKANE,Recreation,47.494336,-117.328074,2,8
Aug,0.3,SPOKANE,Miscellaneou,47.683689,-117.041656,2,8
Jul,0.0,STEVENS,Lightning,48.382788,-117.826832,1,8
Aug,0.1,LEWIS,Smoker,46.407436,-122.878477,3,3
Aug,0.0,THURSTON,Undetermined,46.88515,-122.663353,3,3
Jul,0.0,STEVENS,Undetermined,48.286465,-117.701907,1,8
Aug,0.0,STEVENS,Undetermined,48.866522,-117.843228,1,8
Aug,0.0,CHELAN,Undetermined,47.533594,-120.510023,2,5
Sep,0.5,COWLITZ,Miscellaneou,46.34243,-122.832589,3,3
Jul,0.1,SPOKANE,Recreation,47.734891,-117.398021,2,8
Aug,0.0,SPOKANE,Children,47.734891,-117.398021,2,8
Jul,0.0,COWLITZ,Undetermined,46.251809,-122.873117,3,3
Aug,0.0,GRAYS HARBOR,Undetermined,47.324378,-124.08646,2,1
Jun,0.0,OKANOGAN,Recreation,48.678042,-120.125508,1,5
Aug,0.1,CHELAN,Lightning,47.798241,-120.207564,2,5
Aug,0.1,CHELAN,Lightning,47.649222,-120.27302,2,5
Jun,0.01,CHELAN,Miscellaneou,47.620409,-120.729596,2,5
Jul,0.01,WAHKIAKUM,Recreation,46.264654,-123.451808,3,2
May,0.1,OKANOGAN,Miscellaneou,48.858476,-119.151668,1,6
Jul,0.1,KLICKITAT,Debris Burn,45.932399,-120.625439,4,5
May,0.0,YAKIMA,Undetermined,46.905225,-121.024095,3,4
May,0.54,OKANOGAN,Debris Burn,48.805025,-119.316938,1,6
Aug,0.0,FERRY,Undetermined,48.760573,-118.158672,1,7
Jul,0.0,LINCOLN,Undetermined,47.810193,-118.195114,2,7
Mar,0.1,OKANOGAN,Miscellaneou,48.606424,-119.132865,1,6
Apr,0.3,THURSTON,Debris Burn,46.964954,-123.095585,3,2
Apr,50.0,STEVENS,Debris Burn,48.509636,-117.805343,1,8
Aug,0.1,MASON,Recreation,47.527443,-123.260024,2,2
Jul,0.01,PEND OREILLE,Miscellaneou,48.405677,-117.313088,1,8
Jul,0.3,KITSAP,Miscellaneou,47.481815,-122.872797,2,3
Sep,0.14,STEVENS,Recreation,48.123879,-117.627599,1,8
Jun,93.8,DOUGLAS,Under Invest,48.040288,-119.80956,1,6
Aug,1.0,THURSTON,Lightning,46.830562,-122.569842,3,3
Jul,0.0,KLICKITAT,Undetermined,45.891204,-121.394738,4,4
Aug,0.1,SPOKANE,Miscellaneou,48.023154,-117.352454,1,8
Jul,200.0,CHELAN,Under Invest,47.80003,-120.204873,2,5
Apr,0.0,YAKIMA,Undetermined,46.744124,-120.770006,3,5
Aug,0.01,PEND OREILLE,Debris Burn,48.120377,-117.232565,1,8
Sep,0.01,THURSTON,Recreation,47.041088,-123.203688,2,2
May,0.0,KLICKITAT,Undetermined,45.817087,-120.771055,4,5
May,0.2,STEVENS,Debris Burn,48.209874,-118.186259,1,7
Sep,0.0,STEVENS,Undetermined,48.946821,-118.214025,1,7
Jul,0.1,KITTITAS,Undetermined,45.704517,-121.209398,4,4
Aug,0.0,STEVENS,Miscellaneou,48.177697,-117.777682,1,8
Aug,0.0,KING,Undetermined,47.441891,-121.975342,2,4
Jul,2.0,SNOHOMISH,Debris Burn,47.942026,-122.066345,2,3
Jan,0.0,COWLITZ,Debris Burn,46.091874,-122.7708,3,3
May,0.1,LINCOLN,Miscellaneou,47.654625,-118.681367,2,7
Sep,0.0,OKANOGAN,Undetermined,48.483503,-119.215104,1,6
Jul,0.0,OKANOGAN,Undetermined,48.483503,-119.215104,1,6
Jul,0.01,SPOKANE,Debris Burn,47.53465,-117.467754,2,8
Jul,2.24,COWLITZ,Miscellaneou,46.277145,-122.904168,3,3
Aug,0.1,CLALLAM,Debris Burn,48.148329,-123.788869,1,2
Aug,0.1,COWLITZ,Debris Burn,46.012713,-122.796591,3,3
Sep,0.0,PIERCE,Undetermined,47.072435,-122.702369,2,3
Jul,0.0,SPOKANE,Undetermined,47.42887,-117.782407,2,8
Jul,0.01,STEVENS,Debris Burn,48.64342,-117.765458,1,8
Aug,0.1,STEVENS,Undetermined,48.253255,-117.934368,1,8
Aug,0.1,COWLITZ,Miscellaneou,46.135768,-122.874813,3,3
Apr,0.0,SNOHOMISH,Undetermined,48.283295,-121.542758,1,4
Jul,0.0,OKANOGAN,Undetermined,48.918205,-117.474246,1,8
Mar,0.01,KING,Debris Burn,47.335631,-121.901475,2,4
Aug,0.0,MASON,Recreation,47.477764,-123.149252,2,2
Apr,0.0,STEVENS,Undetermined,48.586919,-117.979122,1,8
Jan,0.1,CLARK,Miscellaneou,45.677864,-122.283545,4,3
Aug,0.0,KLICKITAT,Undetermined,45.715092,-120.771596,4,5
Sep,0.3,THURSTON,Recreation,47.0077,-123.129313,2,2
Aug,0.1,KITTITAS,Recreation,47.397076,-120.925006,2,5
Jun,0.0,KITTITAS,Undetermined,47.232198,-121.18814,2,4
Jun,0.75,LINCOLN,Debris Burn,47.790086,-118.299412,2,7
Mar,0.1,LINCOLN,Debris Burn,47.790086,-118.299412,2,7
Jul,0.0,KLICKITAT,Undetermined,45.83327,-121.206793,4,4
Jul,0.0,KITTITAS,Lightning,47.092611,-121.125731,2,4
Sep,0.1,FERRY,Miscellaneou,48.646174,-118.746106,1,7
Jul,0.0,OKANOGAN,Undetermined,48.646174,-118.746106,1,7
Jul,0.01,OKANOGAN,Lightning,48.768758,-119.475874,1,6
Jul,0.1,OKANOGAN,Miscellaneou,48.501914,-120.1412,1,5
Sep,0.2,PEND OREILLE,Miscellaneou,48.139673,-117.147298,1,8
Aug,201.5,SPOKANE,Miscellaneou,47.491126,-117.631617,2,8
May,1.25,KITTITAS,Under Invest,47.253744,-120.910141,2,5
Oct,0.0,PEND OREILLE,Undetermined,48.247004,-117.459572,1,8
Jul,0.1,MASON,Miscellaneou,47.318155,-123.198933,2,2
Sep,0.01,SKAGIT,Miscellaneou,48.391739,-122.504434,1,3
Jun,2.6,SPOKANE,Children,47.607052,-117.2465,2,8
Aug,0.0,YAKIMA,Undetermined,46.514019,-120.61836,3,5
Jun,0.01,STEVENS,Recreation,48.257266,-117.745381,1,8
Aug,2.5,STEVENS,Lightning,48.257266,-117.745381,1,8
May,1.68,KLICKITAT,Under Invest,46.095751,-121.333691,3,4
Jun,0.75,ISLAND,Debris Burn,48.058254,-122.561479,1,3
Jul,0.7,LEWIS,Undetermined,46.632172,-122.795313,3,3
Aug,0.0,SPOKANE,Undetermined,47.825697,-117.291137,2,8
Aug,0.0,COWLITZ,Undetermined,46.308056,-122.81385,3,3
Jun,0.01,STEVENS,Miscellaneou,48.317601,-117.691153,1,8
Oct,0.0,STEVENS,Undetermined,48.738496,-118.030085,1,7
Oct,0.1,LEWIS,Miscellaneou,46.540532,-121.961989,3,4
Jun,0.0,LEWIS,Smoker,46.639569,-122.959126,3,3
Aug,0.01,SPOKANE,Miscellaneou,47.717088,-117.499624,2,8
Jul,0.0,STEVENS,Undetermined,48.549273,-117.821754,1,8
Aug,0.0,CHELAN,Undetermined,47.297884,-120.101329,2,5
Jul,0.1,KLICKITAT,Miscellaneou,45.789944,-121.476551,4,4
Aug,0.5,WHATCOM,Recreation,48.763362,-122.609731,1,3
Jul,0.01,SKAMANIA,Miscellaneou,45.731701,-121.558821,4,4
Aug,0.1,SKAMANIA,Miscellaneou,45.731701,-121.558821,4,4
Jul,0.0,STEVENS,Undetermined,47.896291,-117.681123,2,8
Sep,0.25,COWLITZ,Miscellaneou,46.313107,-122.764721,3,3
Jul,0.1,FERRY,Lightning,48.913778,-118.700236,1,7
Aug,0.1,WHATCOM,Recreation,48.72737,-122.206036,1,3
Sep,0.1,WHATCOM,Recreation,48.72737,-122.206036,1,3
Sep,0.01,KLICKITAT,Recreation,45.876724,-120.664412,4,5
Sep,0.12,THURSTON,Miscellaneou,47.026788,-122.772846,2,3
Aug,0.0,COWLITZ,Undetermined,46.349937,-123.124169,3,2
Jul,0.03,MASON,Miscellaneou,47.425121,-123.089979,2,2
Aug,0.0,OKANOGAN,Undetermined,47.936921,-119.645195,2,6
Jul,0.0,STEVENS,Undetermined,48.071144,-117.493458,1,8
Jul,0.02,KING,Recreation,47.486543,-121.755698,2,4
May,0.1,STEVENS,Miscellaneou,48.060451,-117.531455,1,8
Jun,0.0,SPOKANE,Undetermined,47.792614,-117.526351,2,8
Aug,0.0,OKANOGAN,Lightning,48.865551,-119.073573,1,6
Apr,0.1,SPOKANE,Miscellaneou,47.836559,-117.29651,2,8
Apr,0.01,STEVENS,Debris Burn,48.056016,-117.899027,1,8
Jun,0.1,PEND OREILLE,Lightning,48.226507,-117.049203,1,8
Oct,0.1,OKANOGAN,Miscellaneou,48.566702,-118.938013,1,7
Jun,5.0,STEVENS,Lightning,48.375736,-117.855811,1,8
Sep,5.7,STEVENS,Miscellaneou,48.429109,-117.886842,1,8
Jun,0.01,STEVENS,Recreation,48.155874,-117.960807,1,8
Jun,0.0,PEND OREILLE,Undetermined,48.737142,-117.621209,1,8
Jul,0.1,OKANOGAN,Debris Burn,48.584735,-119.497703,1,6
Jun,0.1,STEVENS,Miscellaneou,47.966364,-117.585074,2,8
Aug,0.0,SPOKANE,Smoker,47.64828,-117.467584,2,8
Aug,0.0,STEVENS,Undetermined,48.767782,-118.153336,1,7
May,0.1,FERRY,Miscellaneou,48.767782,-118.153336,1,7
Sep,0.0,KLICKITAT,Undetermined,45.858562,-120.601632,4,5
Jun,0.25,KLICKITAT,Debris Burn,45.746238,-121.228038,4,4
Sep,1.2,KLICKITAT,Under Invest,45.746238,-121.228038,4,4
Aug,0.0,KLICKITAT,Recreation,45.746238,-121.228038,4,4
Jul,0.01,SPOKANE,Miscellaneou,47.607123,-117.134454,2,8
Aug,0.3,SPOKANE,Lightning,47.607123,-117.134454,2,8
Aug,0.0,STEVENS,Undetermined,48.647035,-117.765459,1,8
Aug,0.5,STEVENS,Miscellaneou,48.144903,-122.303087,1,3
Jul,0.0,FERRY,Lightning,48.964046,-118.672893,1,7
Oct,0.0,STEVENS,Undetermined,48.708032,-117.706482,1,8
Sep,1.0,SPOKANE,Miscellaneou,47.548911,-117.499575,2,8
Oct,0.0,STEVENS,Undetermined,48.360278,-118.093101,1,7
Jul,0.0,OKANOGAN,Undetermined,48.768327,-119.661382,1,6
Oct,0.25,OKANOGAN,Lightning,48.242472,-120.021963,1,5
Aug,0.0,SPOKANE,Undetermined,47.527552,-117.419252,2,8
Sep,0.1,STEVENS,Lightning,48.226966,-118.114323,1,7
May,0.0,STEVENS,Undetermined,48.226966,-118.114323,1,7
May,0.0,PEND OREILLE,Undetermined,48.175857,-117.120507,1,8
May,0.01,PEND OREILLE,Debris Burn,48.175857,-117.120507,1,8
Jul,0.0,OKANOGAN,Undetermined,48.577697,-119.181902,1,6
Jul,0.0,KLICKITAT,Undetermined,45.730817,-120.978936,4,5
Jun,0.0,SPOKANE,Undetermined,47.541698,-117.054208,2,8
Oct,0.1,STEVENS,Debris Burn,48.028856,-117.727676,1,8
Sep,0.0,FERRY,Undetermined,48.953952,-118.807805,1,7
Jul,0.0,THURSTON,Undetermined,47.037041,-123.073113,2,2
Jul,0.1,LEWIS,Debris Burn,46.541381,-122.863281,3,3
Jan,0.01,KING,Recreation,47.506215,-121.726654,2,4
